ID,Price
15529,2.57911862139008
3233,4.612584990507457
14381,4.5147829978959635
3201,8.931775639415719
3425,3.4072497712331824
11127,5.993743996572448
12675,4.382628812832991
14376,2.071394670230802
8783,13.116181939141825
16086,15.229845252470113
6441,4.324222075607395
3379,8.740133309009252
9918,5.123740441486007
9132,4.634691409592051
4186,20.979854825680377
15829,4.02383821469266
2894,8.224524375575129
2344,4.629286049865186
47,7.592146107577719
11840,3.314472526224563
14238,0.8055055697041098
13392,8.072944821760757
15016,2.727115823479835
13614,8.112205147976056
9239,4.9056525534251705
6210,3.479251913551707
9133,3.7087718553375453
7302,3.967267825792078
19451,6.138274496071972
19818,4.218032256991137
8440,5.328755418362562
11823,6.051610893860925
10255,2.5745727198082022
4967,7.868357245955849
1591,10.546695799042936
16538,11.017197156470502
4390,4.246738997579087
9838,4.582401307823602
4908,3.232802503189305
20820,3.6192504947830457
19051,4.465359526511747
9313,20.70480620485614
11787,4.040977148746606
9550,4.395747497212142
14434,2.955633867008146
10445,4.766776377626229
1342,9.451014228630811
21128,7.789918137044879
15769,4.76186210277956
12446,6.015892682073172
628,3.9302623102557845
19607,4.065346702671377
6519,4.378780021186685
12252,6.422455310210353
11457,5.07268110269797
8191,5.250787166500231
17495,3.5252386907523032
1292,10.215948600583943
20714,6.512574879248859
19889,5.486337828770047
10718,4.410821481986204
13381,3.961401798937004
20966,12.529006335535087
12487,3.833512209210312
598,5.815844809781993
2640,1.0270251439942513
17111,2.7378268588799983
13551,4.099342221568804
4450,4.427710547228344
8301,3.8374375963467173
21153,8.157587060588412
9316,14.57036183011951
8483,4.064148647972615
15746,3.431355840526521
16234,5.804414475976955
9588,4.504371932969661
6531,6.0394064047141
16483,4.005763400025899
18791,10.283344330935506
18626,5.590402774658287
10714,4.460633454611525
13944,4.522670267295325
19495,4.65832894682535
18848,4.971579664677847
16705,3.8268403053225484
6470,6.556432609650074
18267,15.332890678721014
18647,3.823318363283761
15826,12.200335533038015
7696,5.814008834742708
16657,4.285647606709972
9179,2.641392060992075
1088,4.451768824015744
3727,4.439656350004952
11646,5.977449361264007
